Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,File_ID,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_Impedance,Current_charge,Voltage_charge,type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
3.915208327,-0.996569699,5.314407194,1,3.355,194,1,1.789186646,1.783759363,0.875935344,0.020335605,0.032237932,2.078995851,3.340613443,Normal,2025-01-01 15:00:00,42.67756005,45,4486,UID_0015,Battery_Test_0015.csv,93.78038507,0.00294902,0.082746034
3.909650116,-0.995161385,5.274538338,1,3.351,207.11,1,3.977369779,3.581995099,1.199272975,0.02319877,0.049376754,1.29665797,3.348916645,Discharging,2025-01-01 16:00:00,36.81599794,29,4263,UID_0016,Battery_Test_0016.csv,82.30011271,0.008386674,0.039767686
3.904190136,-0.994442529,5.174515866,1,3.346,220.219,1,2.517535394,1.952263698,1.029205001,0.01158208,0.012513846,1.538967197,3.959383979,Charging,2025-01-01 17:00:00,36.39504736,33,1003,UID_0017,Battery_Test_0017.csv,101.4200815,0.002810222,0.04225049
3.898996131,-0.995209348,5.129142434,1,3.341,233.313,1,1.086089512,0.396822217,0.987085561,0.012276304,0.021944849,1.119277359,3.025615901,Normal,2025-01-01 18:00:00,33.62486502,42,2070,UID_0018,Battery_Test_0018.csv,96.87541744,0.002036807,0.060541278
3.893760441,-0.995748599,5.008084294,1,3.337,246.422,1,4.78489542,2.195845319,1.008485347,0.004639059,0.011515651,1.952305298,3.500718847,Charging,2025-01-01 19:00:00,30.30670115,14,2868,UID_0019,Battery_Test_0019.csv,118.7688804,0.002142222,0.068826054
3.888806462,-0.994180396,5.05130076,1,3.332,259.547,1,4.205822945,1.329471582,0.985187462,0.019168886,0.040092114,0.789921951,3.281946184,Faulty,2025-01-01 20:00:00,25.83456689,7,4064,UID_0020,Battery_Test_0020.csv,93.73657991,0.009164507,0.015047707
3.8843693,-0.994410213,5.242850809,1,3.328,272.625,1,4.949901597,2.34688911,0.875568541,0.005391203,0.026743054,0.771632674,4.135601892,Discharging,2025-01-01 21:00:00,31.81854245,49,2582,UID_0021,Battery_Test_0021.csv,85.15568322,0.002682969,0.057669271
3.880096699,-0.996444529,5.386734893,1,3.324,285.75,1,2.063859645,1.679603387,0.819477835,0.046750188,0.038083017,2.322906863,3.429844965,Normal,2025-01-01 22:00:00,20.3992759,49,2581,UID_0022,Battery_Test_0022.csv,96.24999619,0.005141314,0.08142123
3.876255755,-0.996192372,5.513976643,1,3.32,298.86,1,2.744352333,0.334447027,0.891659556,0.020225591,0.011604575,1.319821139,4.070116878,Faulty,2025-01-01 23:00:00,37.33751881,20,4946,UID_0023,Battery_Test_0023.csv,95.25098293,0.002239944,0.037832015
3.872645903,-0.993947955,5.639390669,1,3.317,311.953,1,2.855208246,4.852134668,0.893128449,0.037675931,0.015077055,1.147841592,3.682813183,Faulty,2025-01-02 00:00:00,25.57396433,36,1990,UID_0024,Battery_Test_0024.csv,115.8739707,0.005893136,0.081795076
3.869158006,-0.996373401,5.758325847,1,3.314,325.094,1,1.715597475,4.539988214,0.818256156,0.049482315,0.030389474,0.819957951,3.85157906,Normal,2025-01-02 01:00:00,37.65745035,34,4747,UID_0025,Battery_Test_0025.csv,99.88149073,0.007507554,0.077432789
3.866015371,-0.995146487,5.832963155,1,3.311,338.172,1,0.810488632,3.899155442,1.072929491,0.007844233,0.020801431,1.553125823,3.0970751,Normal,2025-01-02 02:00:00,24.46636037,31,3043,UID_0026,Battery_Test_0026.csv,84.51307105,0.003399427,0.010487074
3.862977665,-0.994359151,5.915867237,1,3.308,351.235,1,0.882147156,0.330145338,0.944755128,0.033076516,0.021613488,2.196630303,3.194973144,Faulty,2025-01-02 03:00:00,20.61993389,17,2522,UID_0027,Battery_Test_0027.csv,99.23984906,0.004989473,0.075091251
3.860406957,-0.995296693,5.973522128,1,3.306,364.313,1,4.040326975,0.481800784,0.856857199,0.007855702,0.008650571,0.634158848,3.060195506,Normal,2025-01-02 04:00:00,37.7869314,5,2350,UID_0028,Battery_Test_0028.csv,92.71467282,0.009316384,0.018415692
3.857410361,-0.993506043,6.037473775,1,3.303,377.406,1,3.668460432,3.412437676,1.007530162,0.016330932,0.043142566,2.202519802,3.216092736,Discharging,2025-01-02 05:00:00,25.21633208,9,3570,UID_0029,Battery_Test_0029.csv,110.4206713,0.001018021,0.052613454
3.854711367,-0.994210052,6.112633317,1,3.301,390.516,1,1.442335348,3.345034272,1.029258902,0.012353808,0.007787951,0.900239833,3.0744085,Faulty,2025-01-02 06:00:00,25.48868883,15,1909,UID_0030,Battery_Test_0030.csv,82.28173865,0.001878404,0.05829232
3.852005699,-0.995061121,6.190764215,1,3.298,403.61,1,0.594165146,2.565372098,1.005855029,0.020927825,0.029731185,1.053315633,3.136010631,Discharging,2025-01-02 07:00:00,29.27899214,5,4196,UID_0031,Battery_Test_0031.csv,112.7909973,0.003045193,0.032914573
3.849604501,-0.995206017,6.228757753,1,3.296,416.688,1,2.242096572,4.012304832,1.045904589,0.007149497,0.033320605,0.690764414,3.913201222,Discharging,2025-01-02 08:00:00,41.66287905,10,4745,UID_0032,Battery_Test_0032.csv,101.7172538,0.001885445,0.077384644
3.847234478,-0.99509557,6.296519506,1,3.294,429.75,1,1.214089317,4.633372604,1.106317939,0.001100206,0.022432168,2.202437522,4.0450216,Discharging,2025-01-02 09:00:00,36.44587453,16,1856,UID_0033,Battery_Test_0033.csv,105.070295,0.003025246,0.06287115
3.84500192,-0.995864331,6.341221315,1,3.292,442.875,1,3.476383658,3.1296227,1.065797346,0.020418767,0.0070682,0.548280414,3.572812043,Charging,2025-01-02 10:00:00,36.99730385,6,2391,UID_0034,Battery_Test_0034.csv,82.394347,0.008392157,0.018205784
3.842734138,-0.995628836,6.394275142,1,3.29,455.922,1,3.707844951,0.427019346,0.870880035,0.004262382,0.036564649,1.208888219,3.84651407,Discharging,2025-01-02 11:00:00,40.60133486,10,3041,UID_0035,Battery_Test_0035.csv,102.9417906,0.009107892,0.098566199
3.840625626,-0.996504998,6.457729511,1,3.288,469.031,1,4.391145199,3.838459351,1.022665166,0.030919166,0.035276494,2.475556227,3.118542951,Faulty,2025-01-02 12:00:00,23.16548009,32,3197,UID_0036,Battery_Test_0036.csv,114.8916377,0.009532446,0.044216225
3.838447189,-0.997270674,6.518485934,1,3.286,482.11,1,4.538680067,0.845618931,1.166472761,0.001349524,0.048839362,1.806497799,4.168076533,Discharging,2025-01-02 13:00:00,38.83359364,12,4174,UID_0037,Battery_Test_0037.csv,81.69637602,0.003904679,0.040391523
3.83645231,-0.99669339,6.573952638,1,3.284,495.235,1,4.602916619,0.437029293,1.0821361,0.00859262,0.023016443,1.089013926,3.571945132,Faulty,2025-01-02 14:00:00,40.79928558,43,2201,UID_0038,Battery_Test_0038.csv,104.6615076,0.002459524,0.06436014
3.834430074,-0.9949791,6.623962079,1,3.282,508.313,1,4.843543053,4.944727589,1.136418676,0.036669143,0.046452654,0.646145972,3.787051758,Discharging,2025-01-02 15:00:00,40.80268107,10,4707,UID_0039,Battery_Test_0039.csv,84.35164813,0.007986023,0.08863781
3.832303021,-0.995112991,6.674110924,1,3.28,521.391,1,2.476291637,2.640257542,0.803645739,0.039039463,0.045276127,1.544188125,3.368544489,Discharging,2025-01-02 16:00:00,21.32855854,48,2392,UID_0040,Battery_Test_0040.csv,118.8738355,0.003967513,0.071250831
3.830475961,-0.995498645,6.726003782,1,3.278,534.469,1,1.75315941,2.938313931,0.853953885,0.045892403,0.012639781,2.475973806,3.25183606,Charging,2025-01-02 17:00:00,25.91490752,2,1120,UID_0041,Battery_Test_0041.csv,115.8416357,0.009339447,0.029465187
3.828399404,-0.996327731,6.804624309,1,3.276,547.578,1,0.445064417,4.246879464,1.103956892,0.031103954,0.001790489,0.857226096,3.518231635,Charging,2025-01-02 18:00:00,39.66286173,7,3105,UID_0042,Battery_Test_0042.csv,94.13068739,0.009086473,0.015635843
3.826609993,-0.996265918,6.841049856,1,3.275,560.641,1,2.39388634,4.757291829,1.161316916,0.003454854,0.004718754,1.423077016,3.666186489,Normal,2025-01-02 19:00:00,22.55660982,5,1012,UID_0043,Battery_Test_0043.csv,94.47700003,0.009682755,0.028871567
3.824602414,-0.995434708,6.886019578,1,3.273,573.719,1,0.616467024,3.413437324,0.953795795,0.022974396,0.04940309,2.388505004,3.282041953,Faulty,2025-01-02 20:00:00,38.85517024,41,1823,UID_0044,Battery_Test_0044.csv,86.42036908,0.006186995,0.010189004
3.822756321,-0.994106315,6.933161266,1,3.271,586.813,1,2.826849611,1.06099176,0.892171047,0.024784287,0.036804526,0.794834355,3.320967452,Faulty,2025-01-02 21:00:00,42.23869155,27,1083,UID_0045,Battery_Test_0045.csv,110.4576049,0.002635083,0.09318907
3.820908791,-0.995464334,7.000959062,1,3.27,599.969,1,4.103034994,1.25160852,1.179352723,0.005442547,0.013134292,0.653397459,4.172753176,Discharging,2025-01-02 22:00:00,35.07841591,10,4054,UID_0046,Battery_Test_0046.csv,103.8664945,0.007843877,0.090429436
3.819095767,-0.994671763,7.045317696,1,3.268,613.078,1,0.476388814,3.819762449,1.186582134,0.031521307,0.046779475,1.835669954,3.146447007,Charging,2025-01-02 23:00:00,26.42978142,31,2779,UID_0047,Battery_Test_0047.csv,80.37236674,0.003462567,0.06015411
3.817283113,-0.995318088,7.083648584,1,3.266,626.141,1,1.891201999,1.88097864,0.919333705,0.028781694,0.016278346,0.899747198,3.225981636,Faulty,2025-01-03 00:00:00,38.26679042,25,2727,UID_0048,Battery_Test_0048.csv,103.1230453,0.00915502,0.067151874
3.815264179,-0.995442914,7.129010663,1,3.264,639.25,1,3.982580367,4.830836536,0.989964598,0.044850674,0.00198631,2.360745692,3.036326816,Faulty,2025-01-03 01:00:00,27.7445028,24,4251,UID_0049,Battery_Test_0049.csv,91.49502874,0.005078571,0.034002969
3.813663785,-0.996536928,7.189792087,1,3.262,652.36,1,1.202019009,1.329326909,1.100993842,0.040839199,0.00556123,2.452238559,3.913067794,Charging,2025-01-03 02:00:00,42.53015373,46,2528,UID_0050,Battery_Test_0050.csv,100.4639651,0.003864083,0.055497483
3.8117031,-0.994996441,7.227604996,1,3.26,665.453,1,2.05939447,1.854914713,1.114054553,0.023272354,0.025395527,0.928329165,3.316630364,Normal,2025-01-03 03:00:00,26.68958799,49,3091,UID_0051,Battery_Test_0051.csv,93.43619794,0.005265784,0.080120828
3.809907427,-0.996282642,7.287290052,1,3.258,678.469,1,3.11535124,0.660266492,1.179043667,0.014814519,0.046675843,1.827929556,3.34743151,Discharging,2025-01-03 04:00:00,30.32822219,39,4943,UID_0052,Battery_Test_0052.csv,115.4333707,0.008675386,0.092738289
3.807906799,-0.995232228,7.345077898,1,3.256,691.594,1,2.52804846,0.780469413,1.17874097,0.025159548,0.015452308,2.378478835,4.126282478,Discharging,2025-01-03 05:00:00,44.36199012,28,4175,UID_0053,Battery_Test_0053.csv,80.47982209,0.001576252,0.023207834
3.806119107,-0.9932865,7.377228607,1,3.254,704.719,1,1.513313388,2.293471656,1.154802258,0.006783931,0.025617026,2.458863902,3.599365107,Faulty,2025-01-03 06:00:00,44.96833659,14,2329,UID_0054,Battery_Test_0054.csv,84.17542835,0.006052897,0.085223432
3.804180802,-0.996467148,7.42405932,1,3.253,717.813,1,4.576336911,4.640451923,1.146443606,0.033870773,0.04007398,1.351044317,3.045477776,Charging,2025-01-03 07:00:00,29.18529041,1,2310,UID_0055,Battery_Test_0055.csv,113.1329355,0.002440599,0.073133174
3.802369797,-0.994758843,7.472801408,1,3.251,730.906,1,2.712244997,3.057783868,0.854826404,0.008738361,0.014351788,1.916129051,3.601001381,Charging,2025-01-03 08:00:00,27.38886418,4,2363,UID_0056,Battery_Test_0056.csv,89.833169,0.007172892,0.091460936
3.800441005,-0.995432324,7.525452295,1,3.249,744,1,2.699318536,1.146043315,0.851380788,0.013456535,0.014468369,0.541924312,3.045581011,Discharging,2025-01-03 09:00:00,42.53608245,13,3791,UID_0057,Battery_Test_0057.csv,113.1283932,0.004355714,0.038639039
3.798609398,-0.997639781,7.547809576,1,3.247,757.156,1,0.220227175,1.481295166,0.850536835,0.00974949,0.018258544,1.580030256,3.039791135,Normal,2025-01-03 10:00:00,22.07383402,48,3320,UID_0058,Battery_Test_0058.csv,99.38112824,0.006798933,0.070875805
3.796598385,-0.995278621,7.607205522,1,3.246,770.235,1,1.758697677,4.129639676,1.094518627,0.039742404,0.02714053,1.194575689,3.860615173,Normal,2025-01-03 11:00:00,33.63741159,12,3070,UID_0059,Battery_Test_0059.csv,102.3991512,0.007219177,0.010121206
3.79467303,-0.996239983,7.630981285,1,3.244,783.281,1,0.722097414,3.967269877,0.822572736,0.002274755,0.025307725,0.863963339,3.326136345,Discharging,2025-01-03 12:00:00,44.33365246,1,1006,UID_0060,Battery_Test_0060.csv,118.7512967,0.004349853,0.055225499
3.792815864,-0.995386177,7.680971345,1,3.242,796.344,1,2.446546114,4.378679117,0.873543328,0.017007359,0.014446781,2.259593313,3.842794652,Faulty,2025-01-03 13:00:00,27.14132226,28,3808,UID_0061,Battery_Test_0061.csv,110.5453585,0.002259512,0.051910134
3.790841614,-0.997009964,7.721158202,1,3.24,809.406,1,2.64158426,4.951324399,1.077773827,0.022836027,0.009643204,2.154852519,3.997228103,Faulty,2025-01-03 14:00:00,38.84240857,27,2208,UID_0062,Battery_Test_0062.csv,114.1868297,0.002406998,0.07702706
3.788828704,-0.995779247,7.748127947,1,3.238,822.469,1,1.620861773,4.701645013,0.931100923,0.048755241,0.009674283,1.595636877,3.429798234,Faulty,2025-01-03 15:00:00,43.11631329,48,2620,UID_0063,Battery_Test_0063.csv,107.8598445,0.002823361,0.053216448
3.786995487,-0.99502996,7.80668294,1,3.236,835.61,1,4.029013788,2.0723995,1.16454579,0.007755999,0.021455786,0.850652128,3.998166538,Charging,2025-01-03 16:00:00,34.78070801,32,3887,UID_0064,Battery_Test_0064.csv,97.15213418,0.003251949,0.029030751
3.784845992,-0.9953165,7.830478455,1,3.234,848.719,1,4.214575418,3.59030215,0.810897009,0.010783896,0.038968004,0.921346716,3.660698005,Faulty,2025-01-03 17:00:00,42.28694095,24,1653,UID_0065,Battery_Test_0065.csv,80.24796023,0.005736549,0.061898415
3.782873709,-0.995734372,7.860226617,1,3.232,861.828,1,2.962079163,4.855481206,0.914459877,0.041196,0.040886697,0.517341722,3.416714608,Faulty,2025-01-03 18:00:00,36.61146084,16,3514,UID_0066,Battery_Test_0066.csv,99.54540092,0.008624691,0.01978428
3.780848584,-0.995907321,7.885436181,1,3.23,874.891,1,3.027088712,3.287008996,0.987082341,0.018290413,0.031284504,1.269177598,3.213084737,Normal,2025-01-03 19:00:00,29.01326875,33,1129,UID_0067,Battery_Test_0067.csv,107.8692346,0.002639499,0.087065873
3.77869381,-0.995826285,7.916413611,1,3.228,887.969,1,0.726930844,4.314147357,0.855471728,0.048125655,0.049251904,1.44359601,3.445000211,Normal,2025-01-03 20:00:00,25.53197739,9,2453,UID_0068,Battery_Test_0068.csv,106.8510135,0.002772307,0.047678576
3.776683537,-0.995068946,7.959721784,1,3.226,901.063,1,2.188937818,2.497472213,0.996875526,0.034121364,0.04046737,0.505486779,3.132549708,Normal,2025-01-03 21:00:00,23.03151,48,3332,UID_0069,Battery_Test_0069.csv,87.94521544,0.005036256,0.013845766
3.774582179,-0.994861003,7.998292255,1,3.224,914.156,1,0.875377356,2.510739569,0.908704445,0.048260061,0.027106506,1.0866161,3.161598332,Discharging,2025-01-03 22:00:00,21.91849712,30,4363,UID_0070,Battery_Test_0070.csv,115.4019461,0.004498052,0.03615342
3.77235441,-0.995928973,8.022614655,1,3.222,927.281,1,1.413573016,2.137402893,0.940694804,0.029302196,0.027479448,2.034281539,3.653273602,Discharging,2025-01-03 23:00:00,32.61184177,14,2088,UID_0071,Battery_Test_0071.csv,95.44713838,0.008972567,0.05268837
3.770197215,-0.994992622,8.059762003,1,3.22,940.391,1,0.657319665,2.095149986,1.145254067,0.046977704,0.047993899,1.454835576,3.594209997,Discharging,2025-01-04 00:00:00,40.82272754,6,4568,UID_0072,Battery_Test_0072.csv,91.3145601,0.001031344,0.094152199
3.768093671,-0.995308904,8.091633058,1,3.218,953.547,1,3.910993379,1.32236656,0.890188362,0.014499797,0.022136368,1.090704405,4.110325833,Normal,2025-01-04 01:00:00,23.334392,35,1979,UID_0073,Battery_Test_0073.csv,92.30463312,0.008185866,0.01886192
3.765989332,-0.995120863,8.125330274,1,3.216,966.594,1,0.994207689,1.977523826,0.841943617,0.003868011,0.010324628,2.184669367,3.953192053,Faulty,2025-01-04 02:00:00,44.62466715,46,3995,UID_0074,Battery_Test_0074.csv,110.6428793,0.00699991,0.086472116
3.76399034,-0.994461511,8.173968076,1,3.214,979.656,1,2.00481023,2.80159082,0.999247729,0.028757962,0.004610078,1.179842093,3.05855329,Normal,2025-01-04 03:00:00,24.3723969,46,1441,UID_0075,Battery_Test_0075.csv,94.08040515,0.008107621,0.08183855
3.76196122,-0.99576928,8.197198798,1,3.212,992.719,1,0.812326455,1.880718904,1.163422153,0.029338984,0.029944611,1.65486524,3.324196648,Faulty,2025-01-04 04:00:00,37.73205306,49,1481,UID_0076,Battery_Test_0076.csv,82.60785697,0.001536987,0.055726685
3.759717368,-0.994474421,8.231139185,1,3.21,1005.828,1,1.49500611,3.566296367,1.042829345,0.042387738,0.004147676,2.464769047,3.720334066,Faulty,2025-01-04 05:00:00,20.9574437,32,1090,UID_0077,Battery_Test_0077.csv,106.8047751,0.003032338,0.048311235
3.757761723,-0.994472361,8.230115068,1,3.207,1018.953,1,3.252888468,4.93650797,0.953686903,0.004324896,0.00173571,1.34863105,3.535214539,Charging,2025-01-04 06:00:00,27.21453258,25,4333,UID_0078,Battery_Test_0078.csv,109.7843222,0.006393515,0.049307893
3.755571559,-0.994123695,8.255355669,1,3.206,1032.016,1,1.138988775,2.377406529,0.978938759,0.001894309,0.017279844,1.827561609,3.851336383,Charging,2025-01-04 07:00:00,32.98745955,44,1973,UID_0079,Battery_Test_0079.csv,86.1191355,0.005066155,0.018575445
3.753607861,-0.996953444,8.27964589,1,3.204,1045.078,1,1.044701274,2.432434223,0.857187111,0.024471602,0.002380094,0.805160654,3.68758607,Normal,2025-01-04 08:00:00,43.18711819,20,4357,UID_0080,Battery_Test_0080.csv,97.92765306,0.009553833,0.04854007
3.751288632,-0.994342041,8.298296273,1,3.201,1058.188,1,1.293337628,2.509267185,0.808250202,0.04304238,0.029429316,1.467947338,3.408752805,Charging,2025-01-04 09:00:00,37.38202247,4,1392,UID_0081,Battery_Test_0081.csv,107.8403417,0.007695662,0.073235027
3.749279095,-0.99553552,8.325840071,1,3.199,1071.313,1,3.678828432,1.051050078,1.07272097,0.0455362,0.003294856,1.582574093,3.800920393,Faulty,2025-01-04 10:00:00,33.00304515,49,4234,UID_0082,Battery_Test_0082.csv,92.19385806,0.00715349,0.017107496
3.747002791,-0.995782526,8.363321204,1,3.197,1084.406,1,3.029688553,1.671734751,0.995527851,0.025765694,0.040145099,2.058751215,3.830329967,Discharging,2025-01-04 11:00:00,44.87552237,44,2202,UID_0083,Battery_Test_0083.csv,83.01543584,0.002161615,0.058559887
3.745168287,-0.996945323,8.409383019,1,3.195,1097.563,1,1.615481851,1.744378533,1.04111116,0.010993414,0.039118089,1.10038758,3.423711993,Normal,2025-01-04 12:00:00,41.74279636,43,3730,UID_0084,Battery_Test_0084.csv,100.6407431,0.006879357,0.075560784
3.74312594,-0.99567046,8.446759892,1,3.193,1110.625,1,1.037590468,3.310507532,0.991234859,0.014455555,0.013441112,0.784486305,3.857030271,Faulty,2025-01-04 13:00:00,22.24822289,11,3821,UID_0085,Battery_Test_0085.csv,109.9758353,0.007081756,0.032415111
3.74123751,-0.99511065,8.449758304,1,3.191,1123.703,1,2.541503636,0.184338185,1.006583184,0.012702012,0.007979936,1.998746328,3.176351663,Discharging,2025-01-04 14:00:00,32.48954618,11,1679,UID_0086,Battery_Test_0086.csv,118.4321094,0.002203918,0.022560572
3.739034466,-0.994685737,8.471811692,1,3.19,1136.781,1,4.813816845,4.153246783,1.129291188,0.046185433,0.048146271,2.255597659,3.879181303,Normal,2025-01-04 15:00:00,22.77005708,14,4848,UID_0087,Battery_Test_0087.csv,89.59858942,0.002303242,0.077571314
3.737066859,-0.996107937,8.486003042,1,3.187,1149.875,1,3.566963415,2.91149839,0.910638926,0.005267644,0.042433309,1.515077151,3.293546264,Discharging,2025-01-04 16:00:00,33.26613112,2,3023,UID_0088,Battery_Test_0088.csv,92.55627528,0.00118822,0.028253
3.735033527,-0.995285534,8.496496508,1,3.185,1162.985,1,1.09323562,2.610431927,1.069823874,0.013971744,0.029049402,1.546613829,3.886749521,Normal,2025-01-04 17:00:00,30.41325963,29,1777,UID_0089,Battery_Test_0089.csv,90.67087218,0.006589279,0.068089212
3.733219737,-0.996326115,8.530907356,1,3.183,1176.047,1,1.688515156,0.578888718,1.156951439,0.027285508,0.032203959,0.590138267,3.475804071,Normal,2025-01-04 18:00:00,33.13202368,14,2259,UID_0090,Battery_Test_0090.csv,88.60622511,0.005637423,0.083020196
3.731363881,-0.99383986,8.558322854,1,3.181,1189.156,1,1.534208442,2.470147402,1.142465711,0.030605096,0.013933314,0.807418171,4.029308157,Normal,2025-01-04 19:00:00,40.87416062,41,2282,UID_0091,Battery_Test_0091.csv,105.5815189,0.006543783,0.043318627
3.729264025,-0.99309745,8.585014593,1,3.18,1202.235,1,2.908203657,0.131422253,0.99135459,0.015314736,0.0319988,2.479667744,3.519738715,Normal,2025-01-04 20:00:00,27.0124011,49,1244,UID_0092,Battery_Test_0092.csv,115.8197201,0.005427852,0.030717056
3.72739853,-0.994956794,8.605322183,1,3.178,1215.328,1,3.701839246,4.825128706,0.841615399,0.031911862,0.034453616,1.690380903,3.648377225,Normal,2025-01-04 21:00:00,20.9040304,11,4171,UID_0093,Battery_Test_0093.csv,114.9862032,0.009964814,0.091906261
3.725568493,-0.995759008,8.610200872,1,3.176,1228.516,1,3.358119648,2.218906825,0.823393249,0.004629474,0.033060903,1.803299283,3.721886412,Charging,2025-01-04 22:00:00,34.90057215,5,3925,UID_0094,Battery_Test_0094.csv,112.0061885,0.001160395,0.045441195
3.723618681,-0.994244529,8.624214694,1,3.174,1241.625,1,1.769278291,3.523175375,0.966313214,0.012379104,0.047262483,1.821501757,3.381691639,Normal,2025-01-04 23:00:00,22.73814072,23,2816,UID_0095,Battery_Test_0095.csv,91.78498701,0.003966428,0.042583443
3.722012688,-0.995041159,8.643997358,1,3.172,1254.75,1,4.450326076,3.772230134,1.176870907,0.03341314,0.003341973,2.44273905,3.305199226,Charging,2025-01-05 00:00:00,28.42494659,7,2820,UID_0096,Battery_Test_0096.csv,81.16123859,0.009805687,0.021738192
3.720079642,-0.995401449,8.619536214,1,3.171,1267.828,1,4.71836798,4.769736601,1.110683825,0.04415412,0.036327235,0.519522944,3.650508765,Normal,2025-01-05 01:00:00,37.70204739,8,4296,UID_0097,Battery_Test_0097.csv,89.38624791,0.002099275,0.086943064
3.718112635,-0.994841902,8.455470432,1,3.169,1280.875,1,3.396098127,1.138316872,0.821948487,0.012391854,0.042679496,2.295006515,3.219551082,Charging,2025-01-05 02:00:00,43.66646977,4,1625,UID_0098,Battery_Test_0098.csv,96.49132586,0.009320574,0.05752691
